exchange_id, data_time, channel_no, seq, price, qty, side, ord_type
2,20211118131938020,2013,25875064,22.25,3000,2,2
2,20211118131938020,2013,25875066,6.49,11000,2,2
2,20211118131938020,2031,4954729,205.9,140,1,2
2,20211118131938020,2011,26019037,16.51,800,2,2
2,20211118131938020,2013,25875068,12.28,1000,2,2
2,20211118131938020,2013,25875069,26.51,300,1,2
2,20211118131938020,2033,6284834,263.32,70,1,2
2,20211118131938020,2021,587009,0.813,150000,2,2
2,20211118131938020,2011,26019040,173.11,100,2,2
2,20211118131938020,2011,26019041,7.26,100,2,2
2,20211118131938020,2011,26019044,16.15,100,1,2
2,20211118131938020,2011,26019045,16.15,100,1,2
2,20211118131938020,2013,25875071,34.21,500,2,2
2,20211118131938020,2013,25875072,11.61,10000,1,2
2,20211118131938020,2011,26019047,55.43,100,2,2
2,20211118131938020,2011,26019049,3.99,200,2,2
2,20211118131938030,2011,26019051,26.9,400,2,2
2,20211118131938030,2011,26019052,3.51,4600,2,2
2,20211118131938030,2033,6284835,263.988,50,1,2
2,20211118131938030,2013,25875074,22.96,100,2,2
2,20211118131938030,2023,656835,1.512,80100,2,2
2,20211118131938030,2061,927199,2.331,200,2,2
2,20211118131938030,2061,927201,2.331,50,2,2
2,20211118131938030,2013,25875077,6.34,3000,1,2
2,20211118131938020,2012,25553243,15.58,200,2,2
2,20211118131938030,2012,25553245,6.76,300,1,2
2,20211118131938030,2032,2703183,371.824,20,1,2
2,20211118131938020,2014,25718027,73.6,300,1,2
2,20211118131938030,2014,25718028,4.91,500,2,2
2,20211118131938030,2014,25718029,13.19,1300,1,2
2,20211118131938030,2012,25553246,8.45,20000,1,2
2,20211118131938030,2012,25553247,165.92,100,2,2
2,20211118131938030,2012,25553248,2.77,20000,1,2
2,20211118131938030,2014,25718031,4.9,5000,1,2
2,20211118131938030,2012,25553249,11.34,900,1,2
2,20211118131938030,2012,25553250,3.52,400,1,2
2,20211118131938030,2012,25553254,124.39,100,1,2
2,20211118131938030,2012,25553255,21.05,6000,2,2
2,20211118131938030,2012,25553256,6.76,100,2,2
2,20211118131938030,2012,25553258,3.52,500,1,2
2,20211118131938030,2013,25875078,5.53,6100,2,2
2,20211118131938030,2013,25875079,5.53,4600,2,2
2,20211118131938030,2014,25718034,13.2,200,2,2
2,20211118131938030,2014,25718036,4.9,2300,1,2
2,20211118131938040,2012,25553261,17.89,200,1,2
2,20211118131938040,2034,6162895,421.734,40,1,2
2,20211118131938030,2021,587011,1.072,180000,1,2
2,20211118131938030,2031,4954730,353.222,370,1,2
2,20211118131938030,2033,6284837,165.038,20,2,2
2,20211118131938030,2013,25875080,34.18,300,2,2
2,20211118131938030,2011,26019055,296.23,100,1,2
2,20211118131938030,2011,26019057,33.26,300,2,2
2,20211118131938040,2011,26019058,20.3,1000,2,2
2,20211118131938040,2032,2703187,160.1,10,1,2
2,20211118131938040,2013,25875081,5.36,1000,1,2
2,20211118131938040,2013,25875082,15.63,300,1,2
2,20211118131938040,2013,25875083,9.6,200,1,2
2,20211118131938040,2014,25718039,43.87,100,2,2
2,20211118131938040,2013,25875084,24.3,300,2,2
2,20211118131938040,2061,927203,2.331,450,2,2
2,20211118131938040,2033,6284841,264.569,140,2,2
2,20211118131938040,2012,25553262,12.37,1100,2,2
2,20211118131938040,2024,645003,1.18,200,2,2
2,20211118131938040,2012,25553263,12.27,100,2,2
2,20211118131938040,2014,25718040,44.6,1800,2,2
2,20211118131938040,2014,25718042,12.39,1600,1,2
2,20211118131938040,2011,26019059,39.28,100,1,2
2,20211118131938040,2011,26019061,6.9,10000,2,2
2,20211118131938040,2011,26019062,76.24,300,1,2
2,20211118131938040,2011,26019063,20.28,400,2,2
2,20211118131938040,2032,2703188,160.1,10,2,2
2,20211118131938040,2032,2703190,160.1,10,2,2
2,20211118131938040,2014,25718047,56,100,1,2
2,20211118131938040,2012,25553265,552.47,100,2,2
2,20211118131938040,2014,25718048,7.04,200,2,2
2,20211118131938040,2014,25718050,5.73,200,1,2
2,20211118131938040,2012,25553267,23.16,100,2,2
2,20211118131938040,2032,2703193,142.05,350,1,2
2,20211118131938040,2012,25553268,4.93,1400,1,2
2,20211118131938040,2014,25718052,13.36,500,1,2
2,20211118131938040,2014,25718053,18.76,200,1,2
2,20211118131938040,2012,25553270,25.9,100,1,2
2,20211118131938040,2012,25553271,4.21,6400,1,2
2,20211118131938040,2011,26019065,10.38,1000,2,2
2,20211118131938040,2011,26019067,9.09,11300,1,2
2,20211118131938040,2014,25718055,17.07,700,2,2
2,20211118131938040,2034,6162896,422.162,230,1,2
2,20211118131938050,2012,25553273,13.31,1000,1,2
2,20211118131938040,2013,25875087,23.36,200,2,2
2,20211118131938040,2033,6284843,110.8,220,1,2
2,20211118131938040,2011,26019070,32.94,100,2,2
2,20211118131938040,2011,26019071,6.67,600,1,2
2,20211118131938050,2013,25875091,34.42,200,1,2
2,20211118131938050,2013,25875093,92.34,100,1,2
2,20211118131938050,2012,25553274,5.26,600,1,2
2,20211118131938050,2013,25875094,52.91,5000,1,2
2,20211118131938050,2033,6284844,165.05,10,2,2
2,20211118131938050,2013,25875095,25.9,100,2,2
2,20211118131938050,2011,26019074,6.21,700,1,2
2,20211118131938050,2011,26019075,8.5,12700,2,2
2,20211118131938050,2012,25553276,23.49,800,2,2
2,20211118131938050,2012,25553277,30.58,200,1,2
2,20211118131938050,2013,25875098,4.88,400,2,2
2,20211118131938050,2013,25875099,34.65,400,1,2
2,20211118131938050,2014,25718056,9.55,500,2,2
2,20211118131938050,2034,6162900,422.002,660,1,2
2,20211118131938050,2031,4954731,417.36,400,2,2
2,20211118131938050,2011,26019076,631.07,200,1,2
2,20211118131938050,2011,26019078,32.92,1700,1,2
2,20211118131938050,2032,2703195,246.002,570,2,2
2,20211118131938050,2034,6162905,421.994,200,1,2
2,20211118131938050,2014,25718057,28,200,2,2
2,20211118131938050,2011,26019079,103.43,100,2,2
2,20211118131938050,2011,26019081,290.15,1500,1,2
2,20211118131938050,2031,4954732,417.38,400,1,2
2,20211118131938050,2034,6162906,422.064,690,1,2
2,20211118131938050,2034,6162910,365.407,10,2,2
2,20211118131938050,2034,6162911,422.06,10,1,2
2,20211118131938050,2014,25718058,27.14,1000,2,2
2,20211118131938050,2014,25718059,17.06,400,2,2
2,20211118131938050,2034,6162913,422.2,10,1,2
2,20211118131938050,2034,6162915,422.065,30,1,2
2,20211118131938050,2034,6162918,422.204,10,1,2
2,20211118131938050,2014,25718063,6.86,11600,2,2
2,20211118131938050,2014,25718066,4.32,2000,2,2
2,20211118131938050,2034,6162919,422.2,10,1,2
2,20211118131938050,2034,6162921,421.905,110,1,2
2,20211118131938050,2014,25718070,17.06,100,2,2
2,20211118131938050,2034,6162922,422.668,80,2,2
2,20211118131938050,2034,6162923,422.16,10,2,2
2,20211118131938050,2034,6162925,421.995,260,1,2
2,20211118131938050,2014,25718072,27.54,100,1,2
2,20211118131938050,2013,25875100,19.35,2200,1,2
2,20211118131938060,2032,2703200,246.015,50,1,2
2,20211118131938050,2034,6162926,422.668,30,2,2
2,20211118131938050,2034,6162927,422.668,110,2,2
2,20211118131938050,2011,26019082,13.16,500,2,2
2,20211118131938050,2031,4954734,417.25,50,1,2
2,20211118131938050,2011,26019083,109.13,300,2,2
2,20211118131938060,2013,25875101,10.66,1600,2,2
2,20211118131938060,2013,25875102,12.56,100,2,2
2,20211118131938060,2013,25875103,22.97,100,1,2
2,20211118131938060,2013,25875105,101.85,100,1,2
2,20211118131938060,2013,25875106,34.19,500,2,2
2,20211118131938060,2033,6284846,264,200,1,2
2,20211118131938060,2011,26019086,21.89,1500,2,2
2,20211118131938060,2013,25875107,17.84,100,2,2
2,20211118131938060,2013,25875110,16.87,500,1,2
2,20211118131938060,2011,26019090,10.38,1000,2,2
2,20211118131938060,2011,26019092,103.43,100,2,2
2,20211118131938070,2013,25875112,10.25,400,1,2
2,20211118131938070,2013,25875114,8.64,300,2,2
2,20211118131938060,2011,26019093,16.69,1000,1,2
2,20211118131938060,2011,26019097,15.66,200,1,2
2,20211118131938050,2034,6162928,422.369,180,2,2
2,20211118131938060,2012,25553279,4.93,100,1,2
2,20211118131938060,2032,2703201,246.195,40,2,2
2,20211118131938060,2032,2703202,371.824,10,1,2
2,20211118131938060,2032,2703203,246.195,50,2,2
2,20211118131938060,2012,25553282,36.58,2900,1,2
2,20211118131938060,2034,6162929,430,80,2,2
2,20211118131938060,2014,25718074,9.51,1300,2,2
2,20211118131938060,2034,6162930,422.2,10,2,2
2,20211118131938060,2034,6162931,422.166,10,2,2
2,20211118131938060,2034,6162933,363.423,40,2,2
2,20211118131938060,2034,6162935,426,170,2,2
2,20211118131938060,2034,6162936,422.068,30,1,2
2,20211118131938060,2014,25718076,13.75,1000,2,2
2,20211118131938060,2014,25718077,33.94,100,2,2
2,20211118131938060,2014,25718078,9.51,100,1,2
2,20211118131938060,2014,25718080,9.51,100,1,2
2,20211118131938060,2012,25553283,60.35,1000,2,2
2,20211118131938060,2012,25553285,60.36,200,2,2
2,20211118131938060,2014,25718082,9.51,100,1,2
2,20211118131938060,2014,25718084,9.51,100,1,2
2,20211118131938060,2014,25718086,33.91,400,2,2
2,20211118131938060,2014,25718087,65.68,500,2,2
2,20211118131938060,2014,25718088,13.44,400,1,2
2,20211118131938070,2014,25718089,9.51,100,1,2
2,20211118131938070,2014,25718091,9.51,100,1,2
2,20211118131938070,2024,645004,1.296,110000,1,2
2,20211118131938070,2024,645005,1.297,110000,2,2
2,20211118131938070,2014,25718094,8.3,2000,1,2
2,20211118131938070,2034,6162939,425.723,200,2,2
2,20211118131938070,2033,6284848,264.001,50,1,2
2,20211118131938070,2013,25875116,43.43,500,2,2
2,20211118131938070,2011,26019100,11.92,100,2,2
2,20211118131938070,2011,26019102,4.7,500,1,2
2,20211118131938080,2011,26019104,14.69,5000,1,2
2,20211118131938080,2013,25875120,4.52,200,1,2
2,20211118131938080,2013,25875121,25.93,100,2,2
2,20211118131938080,2033,6284849,264.561,140,2,2
2,20211118131938080,2011,26019111,19.67,500,2,2
2,20211118131938080,2031,4954735,237.542,240,2,2
2,20211118131938080,2031,4954736,353.64,60,2,2
2,20211118131938080,2013,25875122,23.85,3000,2,2
2,20211118131938080,2013,25875123,17.2,500,1,2
2,20211118131938080,2013,25875124,19.5,800,1,2
2,20211118131938080,2013,25875126,4.88,300,2,2
2,20211118131938080,2013,25875127,4.88,300,2,2
2,20211118131938080,2013,25875128,3.68,400,1,2
2,20211118131938080,2011,26019112,4.64,100,1,2
2,20211118131938080,2011,26019113,25.6,200,2,2
2,20211118131938080,2011,26019114,24.14,800,1,2
2,20211118131938080,2013,25875129,10.67,200,2,2
2,20211118131938080,2021,587012,8.015,250000,2,2
2,20211118131938080,2021,587013,0.891,220000,2,2
2,20211118131938080,2013,25875130,6.39,100,2,2
2,20211118131938080,2031,4954738,237.275,10,2,2
2,20211118131938080,2011,26019115,109.13,400,2,2
2,20211118131938080,2011,26019117,103.8,100,2,2
2,20211118131938080,2011,26019118,26.26,2200,2,2
2,20211118131938080,2031,4954740,237.275,10,2,2
2,20211118131938080,2031,4954742,237.275,10,2,2
2,20211118131938080,2031,4954743,237.275,20,2,2
2,20211118131938080,2011,26019119,109.13,100,2,2
2,20211118131938070,2012,25553288,3.32,2000,2,2
2,20211118131938070,2012,25553290,125.07,100,1,2
2,20211118131938070,2012,25553291,45.9,200,1,2
2,20211118131938070,2034,6162940,422.068,70,1,2
2,20211118131938070,2014,25718095,9.51,100,1,2
2,20211118131938070,2014,25718097,65.58,1000,1,2
2,20211118131938070,2012,25553293,34.8,1000,2,2
2,20211118131938070,2014,25718100,62.45,200,2,2
2,20211118131938070,2014,25718101,5.56,70000,1,2
2,20211118131938070,2014,25718102,6.18,1000,1,2
2,20211118131938070,2014,25718104,28.4,100,2,2
2,20211118131938080,2014,25718107,57.03,1000,1,2
2,20211118131938080,2012,25553294,5.5,2700,1,2
2,20211118131938080,2012,25553296,30.58,200,2,2
2,20211118131938080,2014,25718110,5.63,1800,1,2
2,20211118131938080,2014,25718111,20.24,1900,2,2
2,20211118131938080,2013,25875132,20,100,2,2
2,20211118131938080,2013,25875133,20,400,2,2
2,20211118131938080,2013,25875134,29.37,100,2,2
2,20211118131938080,2031,4954744,353.639,30,2,2
2,20211118131938080,2012,25553298,6.06,600,1,2
2,20211118131938080,2032,2703204,144.589,450,2,2
2,20211118131938080,2012,25553300,17.9,500,2,2
2,20211118131938080,2014,25718114,28.4,300,2,2
2,20211118131938090,2013,25875136,20,600,2,2
2,20211118131938090,2013,25875137,20,400,2,2
2,20211118131938090,2013,25875138,55.08,8400,2,2
2,20211118131938090,2013,25875139,6.39,100,2,2
2,20211118131938080,2031,4954745,237.275,10,2,2
2,20211118131938090,2011,26019121,24.16,100,1,2
2,20211118131938090,2011,26019122,24.16,100,1,2
2,20211118131938090,2011,26019123,24.16,100,1,2
2,20211118131938080,2012,25553302,6.06,200,1,2
2,20211118131938080,2012,25553303,168.52,100,2,2
2,20211118131938080,2012,25553304,18.85,800,1,2
2,20211118131938090,2061,927206,2.333,100,2,2
2,20211118131938090,2013,25875141,12.6,100,2,2
2,20211118131938090,2013,25875143,6.39,100,2,2
2,20211118131938080,2012,25553305,8.15,300,2,2
2,20211118131938080,2012,25553306,10.06,200,1,2
2,20211118131938090,2031,4954746,237.275,10,1,2
2,20211118131938090,2031,4954748,237.275,40,1,2
2,20211118131938090,2031,4954751,237.248,10,2,2
2,20211118131938090,2031,4954753,237.272,10,2,2
2,20211118131938090,2031,4954755,237.274,20,2,2
2,20211118131938090,2011,26019124,24.16,100,1,2
2,20211118131938090,2031,4954757,237.275,20,1,2
2,20211118131938090,2031,4954759,353.103,10,2,2
2,20211118131938090,2011,26019125,14.06,3600,1,2
2,20211118131938080,2014,25718116,68.39,200,2,2
2,20211118131938080,2034,6162942,277.7,100,1,2
2,20211118131938080,2014,25718118,9.53,200,1,2
2,20211118131938080,2024,645006,0.778,1900,1,2
2,20211118131938080,2012,25553308,165.92,400,2,2
2,20211118131938090,2032,2703205,245.6,50,1,2
2,20211118131938090,2012,25553309,20.5,500,1,2
2,20211118131938090,2012,25553311,14.5,100,1,2
2,20211118131938090,2012,25553312,50.47,400,2,2
2,20211118131938090,2014,25718119,9.51,800,1,2
2,20211118131938090,2014,25718122,33.99,1000,2,2
2,20211118131938090,2012,25553314,49.87,200,1,2
2,20211118131938090,2011,26019141,5.92,100,1,2
2,20211118131938090,2012,25553318,126,300,2,2
2,20211118131938090,2012,25553319,15.47,25000,1,2
2,20211118131938090,2014,25718124,54.04,200,1,2
2,20211118131938090,2014,25718127,24.04,1000,1,2
2,20211118131938090,2014,25718129,28.31,300,2,2
2,20211118131938090,2032,2703206,139.38,30,1,2
2,20211118131938090,2013,25875145,49.55,1100,2,2
2,20211118131938090,2013,25875146,6.2,3000,2,2
2,20211118131938100,2013,25875149,5.62,5000,1,2
2,20211118131938100,2013,25875151,6.21,1000,1,2
2,20211118131938090,2011,26019143,40.2,200,2,2
2,20211118131938100,2031,4954762,417.823,60,2,2
2,20211118131938100,2031,4954763,205.902,90,1,2
2,20211118131938100,2033,6284852,165.1,2480,1,2
2,20211118131938100,2013,25875153,6.39,100,2,2
2,20211118131938100,2013,25875155,3.73,200,1,2
2,20211118131938100,2011,26019144,7.97,2300,2,2
2,20211118131938100,2011,26019146,24.69,6100,2,2
2,20211118131938100,2011,26019149,6.2,100,2,2
2,20211118131938100,2013,25875156,28.02,100,1,2
2,20211118131938100,2013,25875157,7.3,1000,1,2
2,20211118131938100,2013,25875158,7.93,1500,2,2
2,20211118131938100,2011,26019150,5.3,3000,1,2
2,20211118131938100,2011,26019152,39.66,300,2,2
2,20211118131938100,2011,26019153,9.8,1800,1,2
2,20211118131938100,2013,25875160,12.36,1000,1,2
2,20211118131938090,2034,6162943,278.874,320,1,2
2,20211118131938100,2011,26019154,61.68,700,1,2
2,20211118131938090,2012,25553326,166,100,2,2
2,20211118131938100,2032,2703208,147.816,150,1,2
2,20211118131938100,2032,2703209,371.685,50,1,2
2,20211118131938090,2014,25718131,54,100,2,2
2,20211118131938100,2014,25718133,27.64,1700,2,2
2,20211118131938100,2012,25553327,34.61,200,1,2
2,20211118131938100,2034,6162945,422.39,80,2,2
2,20211118131938100,2014,25718134,16.74,200,2,2
2,20211118131938100,2014,25718139,18.5,500,2,2
2,20211118131938100,2014,25718140,8.5,1400,2,2
2,20211118131938100,2012,25553329,149.75,200,1,2
2,20211118131938100,2014,25718142,24.06,100,2,2
2,20211118131938100,2014,25718143,11,100,2,2
2,20211118131938100,2032,2703214,246.272,10,1,2
2,20211118131938100,2012,25553331,20.99,2700,2,2
2,20211118131938100,2012,25553333,6.66,18000,1,2
2,20211118131938100,2012,25553334,2.27,5700,1,2
2,20211118131938100,2014,25718145,5.67,300,1,2
2,20211118131938110,2013,25875162,4.02,300,2,2
2,20211118131938110,2011,26019155,14.99,900,2,2
2,20211118131938110,2011,26019156,2.1,8000,2,2
2,20211118131938110,2013,25875165,15.5,400,1,2
2,20211118131938110,2021,587014,0.875,1000000,1,2
2,20211118131938110,2013,25875166,15.61,2000,1,2
2,20211118131938110,2033,6284855,205,50,1,2
2,20211118131938110,2021,587015,0.875,1000000,1,2
2,20211118131938110,2033,6284856,231.6,10,1,2
2,20211118131938110,2013,25875169,3.49,4000,2,2
2,20211118131938120,2033,6284857,263.161,100,1,2
2,20211118131938110,2031,4954764,146,70,2,2
2,20211118131938120,2011,26019160,109.13,100,2,2
2,20211118131938120,2011,26019162,13.88,700,1,2
2,20211118131938120,2033,6284858,165.04,800,2,2
2,20211118131938120,2013,25875171,30.95,1400,1,2
2,20211118131938100,2012,25553335,47.91,200,1,2
2,20211118131938100,2014,25718147,30.76,100,2,2
2,20211118131938120,2011,26019163,11.29,100,1,2
2,20211118131938120,2011,26019164,10.39,3300,1,2
2,20211118131938120,2033,6284860,264.014,150,1,2
2,20211118131938100,2012,25553336,31.65,3000,1,2
2,20211118131938100,2014,25718148,15.86,100,1,2
2,20211118131938110,2014,25718149,60.45,200,1,2
2,20211118131938110,2014,25718151,13.44,16200,2,2
2,20211118131938110,2012,25553348,15.58,200,2,2
2,20211118131938110,2014,25718154,10.77,300,2,2
2,20211118131938110,2034,6162948,421.905,120,1,2
2,20211118131938110,2012,25553351,50.46,1000,1,2
2,20211118131938110,2012,25553353,3.56,2200,1,2
2,20211118131938110,2012,25553354,9.67,700,1,2
2,20211118131938110,2014,25718156,27.54,200,2,2
2,20211118131938110,2034,6162949,422,70,1,2
2,20211118131938110,2014,25718157,15.85,2000,1,2
2,20211118131938110,2032,2703216,244.8,140,1,2
2,20211118131938110,2012,25553355,17.92,500,1,2
2,20211118131938110,2014,25718159,9.51,100,1,2
2,20211118131938110,2014,25718163,111,200,2,2
2,20211118131938120,2011,26019165,24.69,100,2,2
2,20211118131938120,2013,25875175,31.07,100,1,2
2,20211118131938120,2013,25875176,6.39,100,2,2
2,20211118131938120,2013,25875178,11.22,7400,1,2
2,20211118131938130,2011,26019167,5.35,2000,1,2
2,20211118131938120,2033,6284864,264.015,100,1,2
2,20211118131938120,2013,25875187,22.92,300,1,2
2,20211118131938130,2031,4954765,205.536,50,1,2
2,20211118131938130,2033,6284865,264.568,20,2,2
2,20211118131938130,2033,6284866,264.015,50,1,2
2,20211118131938130,2011,26019168,17,300,2,2
2,20211118131938110,2014,25718164,5.1,1000,2,2
2,20211118131938110,2034,6162950,278.875,90,1,2
2,20211118131938110,2012,25553357,28.22,200,2,2
2,20211118131938120,2012,25553359,48.99,1000,2,2
2,20211118131938130,2013,25875198,3.99,100,2,2
2,20211118131938120,2014,25718165,16.69,6300,1,2
2,20211118131938120,2034,6162951,114,10,2,2
2,20211118131938120,2014,25718166,4.04,500,2,2
2,20211118131938120,2014,25718167,4.34,1000,2,2
2,20211118131938130,2061,927207,2.336,520,2,2
2,20211118131938120,2012,25553361,25.31,400,2,2
2,20211118131938120,2024,645008,0.797,164000,2,2
2,20211118131938120,2014,25718168,15.77,1400,1,2
2,20211118131938120,2014,25718169,8.32,3000,2,2
2,20211118131938120,2014,25718170,16.34,100,2,2
2,20211118131938120,2012,25553362,5.79,2400,2,2
2,20211118131938120,2032,2703217,246.116,50,1,2
2,20211118131938130,2014,25718172,7.88,700,2,2
2,20211118131938130,2014,25718174,11.96,100,1,2
2,20211118131938130,2014,25718175,5.67,300,1,2
2,20211118131938130,2012,25553367,14.5,10800,2,2
2,20211118131938130,2012,25553368,7.37,6200,1,2
2,20211118131938130,2014,25718178,54.45,100,1,2
2,20211118131938130,2014,25718179,5.54,100,2,2
2,20211118131938130,2014,25718180,9.51,200,1,2
2,20211118131938130,2014,25718182,41.08,100,1,2
2,20211118131938130,2013,25875200,59.02,100,2,2
2,20211118131938130,2013,25875201,59.02,100,2,2
2,20211118131938130,2013,25875202,59.02,700,2,2
2,20211118131938130,2013,25875203,59.02,300,2,2
2,20211118131938130,2013,25875204,59.02,200,2,2
2,20211118131938130,2013,25875205,59.02,200,2,2
2,20211118131938130,2014,25718183,7.42,400,1,2
2,20211118131938130,2014,25718184,27.5,900,1,2
2,20211118131938130,2012,25553369,57.01,100,1,2
2,20211118131938130,2013,25875206,59.02,100,2,2
2,20211118131938130,2013,25875207,59.02,600,2,2
2,20211118131938130,2012,25553372,10.93,4600,1,2
2,20211118131938130,2011,26019172,6.29,100,2,2
2,20211118131938130,2011,26019173,44.56,100,1,2
2,20211118131938140,2011,26019174,14.33,100,2,2
2,20211118131938140,2011,26019175,4.75,6000,2,2
2,20211118131938140,2013,25875209,5.89,1900,2,2
2,20211118131938140,2021,587016,1.376,1500,2,2
2,20211118131938140,2013,25875212,90.5,500,1,2
2,20211118131938140,2011,26019177,20.31,500,2,2
2,20211118131938140,2011,26019178,36.18,200,1,2
2,20211118131938140,2033,6284867,263.368,470,1,2
2,20211118131938140,2033,6284868,165.1,290,1,2
2,20211118131938140,2021,587017,0.876,300000,1,2
2,20211118131938140,2021,587018,0.876,300000,1,2
2,20211118131938140,2021,587019,0.876,300000,1,2
2,20211118131938140,2021,587020,0.877,300000,2,2
2,20211118131938140,2021,587021,0.876,300000,1,2
2,20211118131938140,2021,587022,0.877,300000,2,2
2,20211118131938140,2011,26019180,8.88,2300,1,2
2,20211118131938140,2011,26019182,21.5,300,2,2
2,20211118131938140,2021,587023,0.877,300000,2,2
2,20211118131938140,2021,587024,0.877,300000,2,2
2,20211118131938140,2011,26019183,39.65,100,2,2
2,20211118131938140,2013,25875213,5.89,200,2,2
2,20211118131938140,2013,25875215,17.77,100,1,2
2,20211118131938140,2013,25875216,17.15,300,2,2
2,20211118131938130,2014,25718186,27.5,100,2,2
2,20211118131938140,2014,25718188,17.06,500,2,2
2,20211118131938140,2012,25553383,23.79,3300,2,2
2,20211118131938140,2012,25553384,56.99,1800,2,2
2,20211118131938140,2014,25718193,5.37,500,2,2
2,20211118131938140,2014,25718194,27.88,100,1,2
2,20211118131938140,2014,25718196,28.4,100,2,2
2,20211118131938140,2012,25553386,9.7,100,2,2
2,20211118131938140,2012,25553387,3.5,400,1,2
2,20211118131938140,2012,25553389,50.45,300,1,2
2,20211118131938140,2014,25718200,7.79,800,1,2
2,20211118131938140,2014,25718202,7.86,1100,1,2
2,20211118131938140,2014,25718203,15.27,100,1,2
2,20211118131938140,2034,6162952,421,500,1,2
2,20211118131938150,2011,26019185,6.29,100,1,2
2,20211118131938140,2012,25553390,68.29,100,2,2
2,20211118131938140,2012,25553391,30.28,100,1,2
2,20211118131938150,2011,26019187,23.19,100,2,2
2,20211118131938150,2013,25875221,18,200,2,2
2,20211118131938150,2013,25875222,3.12,1000,2,2
2,20211118131938150,2013,25875223,16,500,2,2
2,20211118131938150,2011,26019188,4.3,2000,2,2
2,20211118131938150,2011,26019189,109.14,100,2,2
2,20211118131938150,2011,26019191,6.29,114600,1,2
2,20211118131938150,2061,927208,2.331,890,2,2
2,20211118131938150,2011,26019192,25.02,200,2,2
2,20211118131938150,2011,26019193,142.99,200,2,2
2,20211118131938150,2011,26019194,84,100,1,2
2,20211118131938150,2011,26019195,32.9,1000,1,2
2,20211118131938160,2013,25875225,20.39,1100,1,2
2,20211118131938160,2011,26019197,2.4,5000,1,2
2,20211118131938140,2014,25718204,223.52,100,2,2
2,20211118131938150,2014,25718206,16.86,500,1,2
2,20211118131938150,2014,25718207,24.06,100,2,2
2,20211118131938140,2012,25553393,10.94,3000,2,2
2,20211118131938150,2014,25718209,14.22,900,1,2
2,20211118131938150,2014,25718210,25.04,100,2,2
2,20211118131938150,2012,25553394,9.56,300,2,2
2,20211118131938150,2012,25553395,10.94,200,2,2
2,20211118131938150,2012,25553396,168,500,2,2
2,20211118131938150,2014,25718211,14.27,100,1,2
2,20211118131938150,2014,25718212,33.47,500,1,2
2,20211118131938150,2014,25718213,4.28,1000,1,2
2,20211118131938150,2034,6162954,421.61,10,1,2
2,20211118131938150,2012,25553397,124.49,100,1,2
2,20211118131938150,2014,25718214,15.73,1400,2,2
2,20211118131938150,2012,25553398,30.29,500,1,2
2,20211118131938150,2014,25718221,15.19,400,2,2
2,20211118131938150,2014,25718223,9.36,100,1,2
2,20211118131938150,2014,25718225,5.53,1000,1,2
2,20211118131938160,2012,25553399,91.12,100,2,2
2,20211118131938150,2034,6162955,424,50,2,2
2,20211118131938160,2034,6162956,364.319,200,2,2
2,20211118131938160,2014,25718226,3.74,9600,1,2
2,20211118131938160,2013,25875227,372.5,100,1,2
2,20211118131938160,2014,25718228,17.2,100,1,2
2,20211118131938160,2031,4954766,236.981,120,1,2
2,20211118131938160,2024,645015,0.985,120000,1,2
2,20211118131938160,2012,25553400,30.57,100,2,2
2,20211118131938160,2033,6284869,263.32,60,1,2
2,20211118131938160,2013,25875228,13.86,400,1,2
2,20211118131938160,2013,25875229,70.68,200,1,2
2,20211118131938160,2014,25718229,41.1,100,1,2
2,20211118131938160,2033,6284871,144.617,120,2,2
2,20211118131938160,2012,25553403,9.82,4100,2,2
2,20211118131938160,2012,25553404,49.16,300,2,2
2,20211118131938160,2012,25553405,2.29,1100,2,2
2,20211118131938160,2012,25553406,8.61,400,2,2
2,20211118131938160,2034,6162957,165.96,110,2,2
2,20211118131938160,2012,25553408,18.84,1900,1,2
2,20211118131938160,2011,26019199,27.24,4700,2,2
2,20211118131938160,2013,25875231,4,2000,2,2
2,20211118131938160,2032,2703219,141.799,130,2,2
2,20211118131938160,2012,25553409,47.98,100,2,2
2,20211118131938160,2014,25718231,27.64,100,2,2
2,20211118131938160,2011,26019202,15.78,1000,2,2
2,20211118131938160,2013,25875234,15.2,2000,2,2
2,20211118131938160,2013,25875235,24.38,3000,2,2
2,20211118131938160,2012,25553410,4.57,700,2,2
2,20211118131938160,2013,25875236,6.9,400,2,2
2,20211118131938170,2011,26019203,24.19,5700,1,2
2,20211118131938160,2034,6162959,421.66,60,1,2
2,20211118131938170,2011,26019204,4.49,3800,1,2
2,20211118131938170,2014,25718234,7.83,1900,1,2
2,20211118131938170,2061,927210,2.331,460,2,2
2,20211118131938170,2011,26019206,10.38,2000,2,2
2,20211118131938170,2011,26019207,15.22,300,2,2
2,20211118131938170,2012,25553411,10.93,400,2,2
2,20211118131938170,2032,2703223,142.071,80,1,2
2,20211118131938170,2014,25718235,27.52,200,2,2
2,20211118131938170,2011,26019209,6.72,300,2,2
2,20211118131938170,2031,4954767,238.37,10,1,2
2,20211118131938170,2014,25718236,8.36,500,1,2
2,20211118131938170,2014,25718238,27.71,100,2,2
2,20211118131938170,2021,587027,1.33,700,2,2
2,20211118131938170,2013,25875237,64.66,100,1,2
2,20211118131938170,2013,25875238,12.24,10000,1,2
2,20211118131938170,2032,2703227,142.121,80,1,2
